,name,category,latitude,longitude
149,Sekolah Kebangsaan Convent Sentul 1,education,3.18527,101.694
150,Sekolah Kebangsaan Kg Batu,education,3.20208,101.677
151,Sekolah Kebangsaan Convent Sentul 2,education,3.1855,101.694
152,AIMST University,education,3.170858,101.692253
153,Wesley Methodist School,education,3.1796,101.6948
154,Wesley Methodist International School Kuala Lumpur,education,3.1795791,101.6948269
155,Spectrum International Islamic School (SIIS),education,3.1661286,101.6894473
156,Sekolah Menengah Kebangsaan Raja Abdullah,education,3.20253,101.667
157,Victoria International College,education,3.203773,101.675325
158,Sekolah Kebangsaan Seri Delima,education,3.20393,101.672
159,MFA - Malaysian Flying Academy,education,3.159607,101.664939
160,Sekolah Jenis Kebangsaan (Cina) Sentul Pasar,education,3.195889,101.691213
161,Sekolah Jenis Kebangsaan (Cina) Mun Choong,education,3.2057,101.674
162,Sekolah Jenis Kebangsaan (Cina) Jinjang Selatan,education,3.204414,101.664717
163,Sekolah Kebangsaan Bandar Baru Sentul,education,3.1837,101.698
164,Sekolah Menengah Kebangsaan Dato' Ibrahim Yaacob,education,3.206813,101.672779
165,Sekolah Kebangsaan Seri Perak,education,3.18183,101.699
166,Sekolah Menengah Kebangsaan Bandar Baru Sentul,education,3.18398,101.699
167,ICOM - International College Of Music,education,3.1799150000000003,101.699726
168,Klinik Kesihatan Sentul,healthcare,3.18367,101.69134
169,Lourdes Medical Centre,healthcare,3.1729714,101.6911746
170,Klinik Kesihatan Batu,healthcare,3.200758,101.676703
171,Sentul Medical Centre,healthcare,3.1740535,101.6927016
172,Hospital Aman (M) Sdn. Bhd.,healthcare,3.17163,101.6931892
173,Dato' Harnam E.N.T. Specialist Hospital Sdn. Bhd.,healthcare,3.1707400000000003,101.6934401
174,Chaudhury Medic Centre,healthcare,3.1757,101.69676
175,Damai Service Hospital (H.Q.) Sdn. Bhd.,healthcare,3.1701662,101.6950778
176,Hospital Pakar KPJ Tawakkal (KPJ Tawakkal Specialist Hospital),healthcare,3.1769611,101.6986695
177,KPJ Sentosa KL Specialist Hospital,healthcare,3.1707979,101.6973483
178,Segambut,transportation,3.1863889,101.6638889
179,Jalan Ipoh,transportation,3.189494,101.680878
180,Sentul West,transportation,3.178682,101.685436
181,Sentul,transportation,3.182625,101.688819
182,Kentonmen,transportation,3.195754,101.67961
183,Batu Kentonmen,transportation,3.198246,101.681163
184,United Point,transportation,3.191692,101.655263
185,Sentul,transportation,3.1784675,101.6955325
186,Sentul Timur,transportation,3.1858559,101.6953546
187,Titiwangsa,transportation,3.1735079,101.6953101
188,Putra,transportation,3.165363,101.690932
189,Taman Batu,transportation,3.2049291,101.6735136
190,Titiwangsa,transportation,3.174771,101.696166
191,Titiwangsa,transportation,3.173192,101.6960217
192,Kampung Batu,transportation,3.205826,101.67543
193,PWTC,transportation,3.1663355,101.6935757
194,Sekolah Menengah Kebangsaan Taman Tun Dr. Ismail,education,3.14675,101.624
195,Sekolah Kebangsaan Taman Tun Dr Ismail 1,education,3.15332,101.62
196,The children's house - TTDI,education,3.1435703,101.6290248
197,Sekolah Kebangsaan Taman Tun Dr. Ismail (2),education,3.1456,101.631
198,Smart Reader,education,3.1416401,101.626529
199,Mantissa College,education,3.141232,101.628341
200,Sekolah Kebangsaan Damansara Utama,education,3.140003,101.622771
201,Sekolah Menengah Kebangsaan Bandar Utama,education,3.14299,101.61425
202,Sekolah Menengah Kebangsaan Damansara Utama,education,3.136349,101.625503
203,Brainy Bunch  - TTDI Kuala Lumpur,education,3.1372969,101.6306966
204,Sekolah Kebangsaan Bandar Utama Damansara 2,education,3.14103,101.614246
205,Sekolah Kebangsaan Bandar Utama Damansara (4),education,3.151993,101.611217
206,Sekolah Jenis Kebangsaan (Cina) Puay Chai 2,education,3.146541,101.610986
207,Sekolah Menengah Kebangsaan Bandar Utama Damansara (4),education,3.154266,101.611157
208,UCSI College,education,3.133354,101.624172
209,British Council - The Curve,education,3.158156,101.611419
210,COSMOTOTS iqd - Damansara Utama,education,3.132906,101.623485
211,Sekolah Kebangsaan Sg Penchala,education,3.165438,101.625782
212,Sekolah Menengah Kebangsaan Bandar Utama Damansara (2),education,3.139251,101.61086
213,Sekolah Jenis Kebangsaan (Cina) Chung Hwa Damansara,education,3.130676,101.631245
214,Sekolah Menengah Kebangsaan Damansara Jaya,education,3.131193,101.616083
215,Sekolah Menengah Kebangsaan Bandar Utama Damansara 3,education,3.140064,101.606583
216,First City University College,education,3.138053,101.607064
217,Joykids International Preschool,education,3.151447,101.6028798
218,British International School Kuala Lumpur,education,3.1362464,101.6068523
219,Sekolah Menengah Kebangsaan Seri Hartamas,education,3.15748,101.647
220,Sekolah Kebangsaan Bandar Utama Damansara,education,3.131949,101.608122
221,Integrated Islamic School Kota Damansara,education,3.1525477000000004,101.6004628
222,Garden International School Early Years Centre,education,3.158849,101.647333
223,Ecole De Patisserie,education,3.165037,101.6058
224,Sekolah Kebangsaan Taman Sea,education,3.124168,101.626063
225,Sekolah Jenis Kebangsaan (Tamil) Ldg Effingham,education,3.132672,101.603873
226,Trinity Kids - Mont Kiara,education,3.1674535,101.644195
227,Sekolah Kebangsaan Damansara Jaya (2),education,3.123527,101.616475
228,Pusat Pakar Ortopedik Quill Orthopedic Specialist Centre,healthcare,3.1525534,101.6203102
229,Hospital Pakar Damansara (Damansara Specialist Hospital),healthcare,3.1373783,101.6275419
230,Klinik Desa Damansara,healthcare,3.1289,101.63158
231,Bandar Utama,transportation,3.1466540000000003,101.618652
232,Bandar Utama,transportation,3.144215,101.6193308
233,Taman Tun Dr Ismail (Ttdi),transportation,3.135971,101.630782
234,Kayu Ara @ Damansara Utama,transportation,3.135215,101.616997
235,Mutiara Damansara,transportation,3.155134,101.608849
236,Bu11 @ Tropicana,transportation,3.133365,101.606185
237,Phileo Damansara,transportation,3.12915,101.642858
238,Sekolah Kebangsaan Menjalara,education,3.193969,101.637578
239,Sekolah Menengah Kebangsaan Menjalara,education,3.193501,101.636275
240,Kolej Tingkatan Enam Desa Mahkota,education,3.188694,101.639831
241,Sekolah Jenis Kebangsaan (Cina) Kepong 3,education,3.18853,101.640709
242,The International School @ Parkcity,education,3.1879,101.6376
243,Sekolah Menengah Kebangsaan Sinar Bintang,education,3.18868,101.645
244,Sekolah Kebangsaan Seri Kepong,education,3.1912700000000003,101.647
245,Brainy Bunch - Bandar Manjalara (new),education,3.193876700000001,101.6301282
246,Sekolah Menengah Kebangsaan Kepong Baru,education,3.19777,101.647
247,Sekolah Kebangsaan Taman Kepong,education,3.19895,101.648
248,Sekolah Menengah Kebangsaan Taman Bukit Maluri,education,3.20245,101.634
249,Sekolah Jenis Kebangsaan (Tamil) Ladang Edinburgh,education,3.20258,101.633
250,Sekolah Kebangsaan Taman Bukit Maluri,education,3.2037,101.633
251,Sma Kuala Lumpur,education,3.1973700000000003,101.626
252,Sekolah Kebangsaan Kepong Baru,education,3.205899,101.645528
253,Sekolah Menengah Kebangsaan Segambut Jaya,education,3.18552,101.653
254,Sekolah Kebangsaan Taman Seri Sinar,education,3.18827,101.654
255,Brainy Bunch -  Segambut (new),education,3.1852185,101.6537584
256,Sekolah Jenis Kebangsaan (Tamil) Segambut,education,3.195592,101.658441
257,Lycee Francais de Kuala Lumpur (LFKL),education,3.1790657,101.653807
258,Tzu Chi International School,education,3.2095517000000005,101.6495568
259,Sekolah Kebangsaan Bandar Baru Sri Damansara,education,3.206248,101.624316
260,Sekolah Kebangsaan Segambut Makmur,education,3.1811,101.657
261,Hibiscus International School,education,3.1900275,101.6602254
262,Pintar College,education,3.214637,101.635976
263,Montessori Kids Academy,education,3.195385,101.616422
264,Sekolah Jenis Kebangsaan (Cina) Kepong 1,education,3.214727,101.634847
265,Mont'Kiara International School (MKIS),education,3.1737515,101.65315859999998
266,Sekolah Kebangsaan Bandar Sri Damansara 3,education,3.187781,101.616104
267,Sekolah Jenis Kebangsaan (Cina) Kepong 2,education,3.215564,101.634744
268,Brainy Bunch  - Sri Damansara,education,3.187011,101.615323
269,Trinity Kids - Mont Kiara,education,3.1674535,101.644195
270,The children's house - Aman Walk,education,3.1722407,101.6548194
271,Trinity Kids - Summer Suites KL,education,3.167454,101.646384
272,Garden International School,education,3.16799,101.648877
273,Parkcity Medical Centre,healthcare,3.1894857000000005,101.6382901
274,Klinik Pakar Wanita Kepong Dan Pusat Bersalin,healthcare,3.213106,101.6461102
275,Global Doctors Centre,healthcare,3.1683383,101.6488143
276,Kepong,transportation,3.2025,101.6372222
277,United Point,transportation,3.191692,101.655263
278,Kepong Sentral,transportation,3.207946,101.628578
279,Sri Damansara East,transportation,3.198734,101.621178
280,Kepong Sentral,transportation,3.2086111,101.6280556
281,Kepong Baru,transportation,3.211774,101.647816
282,Metro Prima,transportation,3.214567,101.640657
283,Jinjang,transportation,3.209457,101.655616
284,Segambut,transportation,3.1863889,101.6638889
285,KTAC - Cybernetics International College of Technology,education,3.130701,101.734231
286,YPC International College,education,3.129464,101.734576
287,Kolej Universiti Poly-Tech MARA (KUPTM),education,3.128428,101.738362
288,Sekolah Menengah Kebangsaan Pandan Jaya,education,3.13656,101.737886
289,Taylor's International School,education,3.1373,101.7314
290,Taylor's International School,education,3.1373,101.7314
291,Sekolah Kebangsaan St. Gabriel,education,3.1361,101.73
292,Sekolah Menengah Kebangsaan St. Gabriel,education,3.135732421,101.7294637
293,Sekolah Kebangsaan Pandan Jaya,education,3.137911,101.738342
294,Sekolah Kebangsaan Cochrane,education,3.13055,101.728
295,Sekolah Jenis Kebangsaan (Cina) Tsun Jin,education,3.137284,101.730255
296,Sekolah Kebangsaan Puteri Pandan 1,education,3.1367,101.729
297,Sekolah Kebangsaan Puteri Pandan 2,education,3.1363540000000003,101.728613
298,Sekolah Kebangsaan Cochrane Perkasa,education,3.13397,101.727
299,Sekolah Menengah Kebangsaan Cochrane,education,3.13108,101.726
300,Sekolah Kebangsaan Yaacob Latif 2,education,3.1276,101.726833
301,Sekolah Kebangsaan Yaacob Latif 1,education,3.1276,101.726833
302,Sekolah Menengah Kebangsaan Datok Lokman,education,3.13942,101.729
303,Sekolah Menengah Kebangsaan Yaacob Latif,education,3.128,101.726
304,Sekolah Kebangsaan Seri Bintang Utara,education,3.12167,101.735162
305,Sekolah Menengah Kebangsaan Taman Maluri,education,3.14085,101.73
306,Sekolah Menengah Kebangsaan Cochrane Perkasa,education,3.134798,101.724891
307,Sekolah Jenis Kebangsaan (Tamil) Kg Pandan,education,3.14227,101.737
308,Sekolah Menengah Kebangsaan Aminuddin Baki,education,3.14012,101.728
309,WOU - Wawasan Open University,education,3.122304,101.7298773
310,Sekolah Menengah Kebangsaan Seri Bintang Utara,education,3.121022,101.734586
311,Sekolah Kebangsaan Taman Maluri,education,3.1422,101.729
312,Sekolah Kebangsaan Tun Hussein Onn,education,3.14327,101.739
313,Sekolah Kebangsaan Cheras Indah,education,3.125906,101.746178
314,Sekolah Menengah Kebangsaan Seri Bintang Selatan,education,3.11895,101.735
315,Sekolah Kebangsaan Seri Bintang Selatan,education,3.118342,101.734879
316,Sekolah Jenis Kebangsaan (Tamil) Cheras,education,3.12698,101.722
317,Sekolah Menengah Kebangsaan Convent Jalan Peel,education,3.13133,101.721
318,Sekolah Kebangsaan Convent Jln Peel,education,3.13153,101.72
319,Sekolah Kebangsaan Pendidikan Khas Jln Peel,education,3.13093,101.72
320,Sekolah Kebangsaan Jalan Peel,education,3.13058,101.72
321,Brainy Bunch -  Desa Pandan,education,3.1469,101.738
322,Brainy Bunch -  Pandan Indah,education,3.128703,101.751308
323,Sekolah Jenis Kebangsaan (Cina) Naam Kheung,education,3.118618,101.724609
324,Sekolah Menengah Kebangsaan Miharja,education,3.121472,101.721669
325,Sekolah Kebangsaan Jalan Pasar 1,education,3.1368,101.718
326,Sekolah Kebangsaan Desa Pandan,education,3.14973,101.738
327,Sekolah Kebangsaan Pandan Indah,education,3.125551,101.751969
328,TMC College,education,3.124114,101.718625
329,Sekolah Kebangsaan Seri Cheras,education,3.11503,101.728
330,Sekolah Menengah Kebangsaan Puterijaya,education,3.13597,101.717
331,Sekolah Kebangsaan Pandan Perdana,education,3.114973,101.743601
332,Sekolah Menengah Kebangsaan Pandan Indah,education,3.12282,101.752183
333,Sekolah Menengah Kebangsaan (P) Pudu,education,3.131774,101.714903
334,Sekolah Kebangsaan Taman Nirwana,education,3.143081,101.751851
335,Sekolah Jenis Kebangsaan (Cina) Chin Woo,education,3.136857,101.715086
336,HELP CAT - HELP College of Arts and Technology,education,3.128314,101.714417
337,Sekolah Jenis Kebangsaan (Cina) Kung Min,education,3.136435,101.714125
338,Sekolah Kebangsaan (P) Pudu 1,education,3.1311,101.713
339,Sekolah Kebangsaan Dato Abu Bakar,education,3.140455,101.714303
340,Sekolah Jenis Kebangsaan (Cina) Chong Fah Phit Chee,education,3.1387,101.713382
341,The International School of Kuala Lumpur (ISKL),education,3.154265,101.739499
342,Sekolah Menengah Kebangsaan (P) Bandaraya,education,3.140675,101.713824
343,Sekolah Kebangsaan Taman Muda,education,3.120505,101.7561
344,Sekolah Menengah Kebangsaan Cheras,education,3.10927,101.727
345,TreeTop House,education,3.154485,101.725026
346,The children's house - U-Thant,education,3.1534791,101.722923
347,EtonHouse International School Kuala Lumpur,education,3.1527,101.7216
348,Sekolah Menengah Kebangsaan Dato' Onn,education,3.13377,101.71
349,Sekolah Kebangsaan Kg Cheras Baharu,education,3.111171,101.74976
350,Sekolah Jenis Kebangsaan (Cina) Chung Kwo,education,3.132858,101.709187
351,YTL International College of Hotel Management,education,3.147193,101.713901
352,Sekolah Jenis Kebangsaan (Tamil) Jln San Peng,education,3.13388,101.709
353,The children's house - Ampang,education,3.1583914,101.7308659
354,Klinik Kesihatan Cheras ,healthcare,3.122382,101.730201
355,Tags Specialist Center,healthcare,3.1223202000000003,101.7292372
356,Klinik Kesihatan Kampung Pandan,healthcare,3.144239,101.732539
357,Pantai Hospital Ampang,healthcare,3.127917,101.75234
358,Beverly Wilshire Medical Centre,healthcare,3.145724,101.721688
359,Cheras Specialist Maternity Centre,healthcare,3.11293,101.7295898
360,Pusat Perubatan Prince Court,healthcare,3.148735,101.7219894
361,Pudu Specialists Centre Sdn. Bhd.,healthcare,3.1395436,101.7106694
362,Pandan Jaya,transportation,3.1304492,101.7382688
363,Cheras,transportation,3.123772,101.7283342
364,Maluri,transportation,3.123772,101.7283342
365,Aeon Maluri,transportation,3.124404,101.727188
366,Pandan Indah,transportation,3.1347269,101.7467121
367,Cochrane,transportation,3.132294,101.722939
368,Chan Sow Lin,transportation,3.128912,101.716437
369,Tun Razak Exchange (Trx),transportation,3.142988,101.719738
370,Cempaka,transportation,3.1384783,101.7530529
371,Tun Razak Exchange,transportation,3.143569,101.719711
372,Chan Sow Lin,transportation,3.1281047,101.7156366
373,Taman Pertama,transportation,3.11262,101.729256
374,Miharja,transportation,3.1209905,101.7178829
375,Pudu,transportation,3.1348902,101.7119668
376,Cahaya,transportation,3.1405898,101.7566128
377,Conlay,transportation,3.149649,101.718889
378,Garden International School,education,3.16799,101.648877
379,Trinity Kids - Summer Suites KL,education,3.167454,101.646384
380,Trinity Kids - Mont Kiara,education,3.1674535,101.644195
381,Brainy Bunch  - Sri Hartamas,education,3.1605,101.6504
382,Garden International School Early Years Centre,education,3.158849,101.647333
383,Sekolah Kebangsaan Seri Hartamas,education,3.16077,101.654
384,Sekolah Menengah Kebangsaan Seri Hartamas,education,3.15748,101.647
385,The children's house - Aman Walk,education,3.1722407,101.6548194
386,Mont'Kiara International School (MKIS),education,3.1737515,101.65315859999998
387,Sekolah Kebangsaan Bkt Damansara,education,3.15677,101.656
388,Lycee Francais de Kuala Lumpur (LFKL),education,3.1790657,101.653807
389,The children's house - Mont Kiara,education,3.1735011,101.6626137
390,Cempaka International School - Damansara Heights Campus,education,3.1517157000000005,101.6569809
391,MFA - Malaysian Flying Academy,education,3.159607,101.664939
392,Sekolah Kebangsaan Segambut Makmur,education,3.1811,101.657
393,Sekolah Kebangsaan Kiaramas,education,3.17662,101.663
394,Trinity Kids - Solaris Dutamas,education,3.1708952,101.666093
395,The children's house - Bruas,education,3.1508163,101.6593989
396,The children's house - Batai,education,3.1507322,101.6592786
397,Sekolah Menengah Kebangsaan Kiaramas,education,3.17865,101.663
398,Eaton School House,education,3.1501639,101.6620336
399,Brainy Bunch -  Segambut (new),education,3.1852185,101.6537584
400,Sekolah Menengah Kebangsaan Segambut Jaya,education,3.18552,101.653
401,Hi-5 House of Learning,education,3.1502991,101.6647551
402,Sekolah Stella Maris - Medan Damansara,education,3.1437672,101.6562058
403,Sekolah Kebangsaan Sg Penchala,education,3.165438,101.625782
404,Sekolah Kebangsaan Taman Seri Sinar,education,3.18827,101.654
405,Sekolah Menengah Kebangsaan Sinar Bintang,education,3.18868,101.645
406,Sekolah Jenis Kebangsaan (Cina) Kepong 3,education,3.18853,101.640709
407,Kolej Tingkatan Enam Desa Mahkota,education,3.188694,101.639831
408,The International School @ Parkcity,education,3.1879,101.6376
409,Sekolah Kebangsaan Seri Kepong,education,3.1912700000000003,101.647
410,HELP University,education,3.152199,101.671292
411,Sekolah Kebangsaan Taman Tun Dr. Ismail (2),education,3.1456,101.631
412,Hibiscus International School,education,3.1900275,101.6602254
413,Global Doctors Centre,healthcare,3.1683383,101.6488143
414,KLSMC Hospital,healthcare,3.152311,101.665472
415,Parkcity Medical Centre,healthcare,3.1894857000000005,101.6382901
416,Manulife Semantan,transportation,3.150942,101.665245
