,name,sub_type,category,line_name,type,latitude,longitude,coordinates
0,Sekolah Kebangsaan Bedup,primary,education,,Public School,1.09,110.64,"(1.09, 110.64)"
1,Sekolah Kebangsaan Semukoi,primary,education,,Public School,1.0505950000000002,110.67446699999999,"(1.0506, 110.6745)"
2,Sekolah Kebangsaan Entayan,primary,education,,Public School,1.07219,110.68762199999999,"(1.0722, 110.6876)"
3,Sekolah Kebangsaan Sumpas,primary,education,,Public School,1.03253,110.647259,"(1.0325, 110.6473)"
4,Sekolah Menengah Kebangsaan Serian,secondary,education,,Public School,1.17,110.57,"(1.17, 110.57)"
5,Sekolah Jenis Kebangsaan (Cina) Chung Hua Serian,primary,education,,Public School,1.17,110.57,"(1.17, 110.57)"
6,Sekolah Kebangsaan St Teresa Serian,primary,education,,Public School,1.163111,110.56858100000001,"(1.1631, 110.5686)"
7,Sekolah Kebangsaan St James Rayang,primary,education,,Public School,1.201633,110.558644,"(1.2016, 110.5586)"
8,Sekolah Kebangsaan St Patrick Tangga,primary,education,,Public School,1.162,110.54700000000001,"(1.162, 110.547)"
9,Sekolah Kebangsaan Serian,primary,education,,Public School,1.15175,110.57928329999999,"(1.1518, 110.5793)"
10,Sekolah Kebangsaan Rayang,primary,education,,Public School,1.2015850000000001,110.54945500000001,"(1.2016, 110.5495)"
11,Sekolah Kebangsaan Koran,primary,education,,Public School,1.15,110.58,"(1.15, 110.58)"
12,Sekolah Kebangsaan St Alban Ampungan,primary,education,,Public School,1.1667020000000001,110.60013799999999,"(1.1667, 110.6001)"
13,Sekolah Jenis Kebangsaan (Cina) Chung Hua Batu 35,primary,education,,Public School,1.2,110.54,"(1.2, 110.54)"
14,Sekolah Kebangsaan St Henry Slabi,primary,education,,Public School,1.14,110.55,"(1.14, 110.55)"
15,Sekolah Menengah Kebangsaan Tarat,secondary,education,,Public School,1.2068666670000001,110.5349833,"(1.2069, 110.535)"
16,Hospital Serian,hospital,healthcare,,Government,1.17676,110.56375,"(1.1768, 110.5638)"
17,Sekolah Kebangsaan Sejijag,primary,education,,Public School,1.203365,110.520358,"(1.2034, 110.5204)"
18,Sekolah Menengah Kebangsaan Sri Aman,secondary,education,,Public School,1.20795,111.4747,"(1.208, 111.4747)"
19,Sekolah Kebangsaan Agama Sri Aman,primary,education,,Public School,1.21035,111.48195,"(1.2104, 111.482)"
20,Sekolah Menengah Kebangsaan St Luke,secondary,education,,Public School,1.227116667,111.46888329999999,"(1.2271, 111.4689)"
21,Sekolah Kebangsaan St Lawrence,primary,education,,Public School,1.1953833329999999,111.47495,"(1.1954, 111.475)"
22,Sekolah Kebangsaan St Luke,primary,education,,Public School,1.227933333,111.46835,"(1.2279, 111.4684)"
23,Sekolah Kebangsaan Sri Aman,primary,education,,Public School,1.2227,111.45785,"(1.2227, 111.4578)"
24,Sekolah Jenis Kebangsaan (Cina) Chung Hua Simanggang,primary,education,,Public School,1.230916667,111.46551670000001,"(1.2309, 111.4655)"
25,Sekolah Kebangsaan Abang Aing,primary,education,,Public School,1.238416667,111.4596333,"(1.2384, 111.4596)"
26,Sekolah Menengah Kebangsaan Simanggang,secondary,education,,Public School,1.2409333329999999,111.45326670000001,"(1.2409, 111.4533)"
27,Sekolah Kebangsaan Temudok Kem,primary,education,,Public School,1.168783333,111.471,"(1.1688, 111.471)"
28,Hospital Sri Aman,hospital,healthcare,,Government,1.23401,111.46274,"(1.234, 111.4627)"
29,Sekolah Jenis Kebangsaan (Cina) Chung Hua Batu 29,primary,education,,Public School,1.26,110.48,"(1.26, 110.48)"
30,Sekolah Kebangsaan St Barnabas Baru,primary,education,,Public School,1.219734,110.49595,"(1.2197, 110.496)"
31,Sekolah Kebangsaan Tian Murud,primary,education,,Public School,1.2685879999999998,110.49466299999999,"(1.2686, 110.4947)"
32,Sekolah Jenis Kebangsaan (Cina) Chung Hua Batu 32,primary,education,,Public School,1.22,110.51,"(1.22, 110.51)"
33,Sekolah Kebangsaan Mubok Berawan,primary,education,,Public School,1.26,110.52,"(1.26, 110.52)"
34,Sekolah Kebangsaan Plaman Baki / Menaul,primary,education,,Public School,1.260617,110.52362,"(1.2606, 110.5236)"
35,Sekolah Kebangsaan St Ambrose Panchor,primary,education,,Public School,1.254256,110.45966999999999,"(1.2543, 110.4597)"
36,Sekolah Kebangsaan Pelaman Sidunuk,primary,education,,Public School,1.214328,110.52263300000001,"(1.2143, 110.5226)"
37,Sekolah Kebangsaan St Swithun,primary,education,,Public School,1.214328,110.52263300000001,"(1.2143, 110.5226)"
38,Sekolah Kebangsaan Tarat,primary,education,,Public School,1.214328,110.52263300000001,"(1.2143, 110.5226)"
39,Sekolah Kebangsaan Engkaroh,primary,education,,Public School,1.2025709999999998,110.511131,"(1.2026, 110.5111)"
40,Sekolah Kebangsaan Subang,primary,education,,Public School,1.291899,110.41518300000001,"(1.2919, 110.4152)"
41,Sekolah Jenis Kebangsaan (Cina) Tapah,primary,education,,Public School,1.2965959999999999,110.412415,"(1.2966, 110.4124)"
42,Sekolah Kebangsaan St Matthew,primary,education,,Public School,1.290052,110.404559,"(1.2901, 110.4046)"
43,Sekolah Menengah Kebangsaan Tun Abdul Razak,secondary,education,,Public School,1.277741,110.421503,"(1.2777, 110.4215)"
44,Sekolah Kebangsaan Sg Kenyah,primary,education,,Public School,1.27704,110.42193200000001,"(1.277, 110.4219)"
45,Sekolah Jenis Kebangsaan (Cina) Beratok,primary,education,,Public School,1.311859,110.40773,"(1.3119, 110.4077)"
46,Sekolah Kebangsaan St Dunstan,primary,education,,Public School,1.2646608999999998,110.41388159999998,"(1.2647, 110.4139)"
47,Sekolah Kebangsaan Rituh,primary,education,,Public School,1.2816809999999998,110.442225,"(1.2817, 110.4422)"
48,Sekolah Kebangsaan Patung,primary,education,,Public School,1.33,110.39,"(1.33, 110.39)"
49,Sekolah Kebangsaan St Elizabeth,primary,education,,Public School,1.341731,110.396475,"(1.3417, 110.3965)"
50,Sekolah Jenis Kebangsaan (Cina) Ken Boon,primary,education,,Public School,1.32514,103.44365,"(1.3251, 103.4436)"
51,Sekolah Jenis Kebangsaan (Cina) Chi Mang,primary,education,,Public School,1.332117095,103.4419978,"(1.3321, 103.442)"
52,Sekolah Jenis Kebangsaan (Cina) Pei Chiao,primary,education,,Public School,1.333023436,103.4555483,"(1.333, 103.4555)"
53,Sekolah Kebangsaan Sungai Durian,primary,education,,Public School,1.337581953,103.45966820000001,"(1.3376, 103.4597)"
54,Sekolah Menengah Kebangsaan Sri Kukup,secondary,education,,Public School,1.34296421,103.4616637,"(1.343, 103.4617)"
55,Sekolah Kebangsaan Andek Mori,primary,education,,Public School,1.307315924,103.4848246,"(1.3073, 103.4848)"
56,Sekolah Kebangsaan Permas Kelapa,primary,education,,Public School,1.360216205,103.4797418,"(1.3602, 103.4797)"
57,Klinik Desa Kukup Laut,clinic,healthcare,,Government,1.32778,103.44673,"(1.3278, 103.4467)"
58,Klinik Desa Permas,clinic,healthcare,,Government,1.33619,103.45974,"(1.3362, 103.4597)"
59,Sekolah Menengah Kebangsaan Siburan,secondary,education,,Public School,1.3669280000000001,110.39811399999999,"(1.3669, 110.3981)"
60,Sekolah Jenis Kebangsaan (Cina) Chung Hua Siburan,primary,education,,Public School,1.3669280000000001,110.39811399999999,"(1.3669, 110.3981)"
61,Sekolah Kebangsaan St Alban Duras,primary,education,,Public School,1.358516,110.38456299999999,"(1.3585, 110.3846)"
62,Sekolah Kebangsaan St Francis Xavier Seratau,primary,education,,Public School,1.380822,110.375161,"(1.3808, 110.3752)"
63,Sekolah Kebangsaan St James Quop,primary,education,,Public School,1.407197,110.364752,"(1.4072, 110.3648)"
64,Sekolah Menengah Kebangsaan Kompleks Sultan Abu Bakar,secondary,education,,Public School,1.3842821269999999,103.5991725,"(1.3843, 103.5992)"
65,Sekolah Kebangsaan Kompleks Sultan Abu Bakar,cluster,education,,Public School,1.3860143280000001,103.5971099,"(1.386, 103.5971)"
66,Sekolah Kebangsaan Morni Pok,primary,education,,Public School,1.35992929,103.58787240000001,"(1.3599, 103.5879)"
67,Sekolah Kebangsaan Tiram Duku,primary,education,,Public School,1.381466628,103.56585679999999,"(1.3815, 103.5659)"
68,Sekolah Kebangsaan Tg Kupang,primary,education,,Public School,1.360079451,103.6124253,"(1.3601, 103.6124)"
69,Sekolah Menengah Kebangsaan Tanjung Adang,secondary,education,,Public School,1.3555,103.5657,"(1.3555, 103.5657)"
70,Sekolah Kebangsaan Tanjong Adang,primary,education,,Public School,1.35451811,103.56507359999999,"(1.3545, 103.5651)"
71,Sekolah Kebangsaan Pendas Laut,cluster,education,,Public School,1.374462724,103.6284435,"(1.3745, 103.6284)"
72,Shattuck St. Mary's School,early years,education,,International School,1.3366912,103.5938561,"(1.3367, 103.5939)"
73,Klinik Desa Paya Mengkuang,clinic,healthcare,,Government,1.37694,103.59361,"(1.3769, 103.5936)"
74,Klinik Kesihatan Paya Mengkuang,clinic,healthcare,,Government,1.3791879999999999,103.589448,"(1.3792, 103.5894)"
75,Klinik Desa Tiram Duku,clinic,healthcare,,Government,1.3824299999999998,103.56832,"(1.3824, 103.5683)"
76,Sekolah Kebangsaan Sungai Kapal,primary,education,,Public School,1.385585,104.26785500000001,"(1.3856, 104.2679)"
77,Sekolah Jenis Kebangsaan (Cina) Tai Sin,primary,education,,Public School,1.383751,104.268225,"(1.3838, 104.2682)"
78,Sekolah Jenis Kebangsaan (Cina) Peay Min,primary,education,,Public School,1.372343717,104.24723709999999,"(1.3723, 104.2472)"
79,Sekolah Kebangsaan Telok Ramunia,primary,education,,Public School,1.368482,104.239513,"(1.3685, 104.2395)"
80,Klinik Desa Teluk Ramunia,clinic,healthcare,,Government,1.3724299999999998,104.24753,"(1.3724, 104.2475)"
81,Sekolah Kebangsaan Semenggok,primary,education,,Public School,1.393807,110.34400500000001,"(1.3938, 110.344)"
82,Sekolah Menengah Kebangsaan Penrissen,secondary,education,,Public School,1.3958549999999998,110.338558,"(1.3959, 110.3386)"
83,Sekolah Kebangsaan Landeh,primary,education,,Public School,1.4217469999999999,110.32449,"(1.4217, 110.3245)"
84,Sekolah Kebangsaan St Augustine,primary,education,,Public School,1.352062,110.346726,"(1.3521, 110.3467)"
85,Sekolah Jenis Kebangsaan (Cina) Chung Hua Batu 10,primary,education,,Public School,1.424636,110.325425,"(1.4246, 110.3254)"
86,Hospital Rajah Charles Brooke Memorial,hospital,healthcare,,Government,1.388798,110.322502,"(1.3888, 110.3225)"
87,Paragon Private and International School,primary,education,,Private School,1.3922780000000001,103.638416,"(1.3923, 103.6384)"
88,Sunway International School - Sunway Iskandar,primary,education,,International School,1.3930202,103.635092,"(1.393, 103.6351)"
89,Mount Kelly Malaysia,preschool,education,,International School,1.4136360000000001,103.627117,"(1.4136, 103.6271)"
90,Sekolah Kebangsaan Medini,primary,education,,Public School,1.423291192,103.64177409999999,"(1.4233, 103.6418)"
91,University of Reading Malaysia,tertiary,education,,Private University,1.430485,103.615679,"(1.4305, 103.6157)"
92,NuMED - Newcastle University Medicine Malaysia,tertiary,education,,Private University College,1.429539,103.61357199999999,"(1.4295, 103.6136)"
93,University of Southampton Malaysia Campus,tertiary,education,,Private University,1.430168,103.612131,"(1.4302, 103.6121)"
94,Sekolah Kebangsaan Sikijang,primary,education,,Public School,1.43090094,103.66469620000001,"(1.4309, 103.6647)"
95,Gleneagles Medini,hospital,healthcare,,Private,1.4263424,103.63562259999999,"(1.4263, 103.6356)"
96,Hoo Specialist Maternity & Surgery Sdn. Bhd.,hospital,healthcare,,Private,1.42697,103.6354115,"(1.427, 103.6354)"
97,Sekolah Kebangsaan Dato Mohd Musa,primary,education,,Public School,1.439158,110.35253200000001,"(1.4392, 110.3525)"
98,Sekolah Kebangsaan Siburan Batu,primary,education,,Public School,1.359656,110.32016899999999,"(1.3597, 110.3202)"
99,Sekolah Jenis Kebangsaan (Cina) Chung Hua Batu 15,primary,education,,Public School,1.359656,110.32016899999999,"(1.3597, 110.3202)"
100,Sekolah Menengah Kebangsaan Wira Penrissen,secondary,education,,Public School,1.444593,110.325981,"(1.4446, 110.326)"
101,Sekolah Kebangsaan Wira Jaya,primary,education,,Public School,1.4469,110.32685,"(1.4469, 110.3268)"
102,Sekolah Kebangsaan Paya Mebi,primary,education,,Public School,1.411338,110.29408000000001,"(1.4113, 110.2941)"
103,Sekolah Kebangsaan Bau,primary,education,,Public School,1.408166667,110.16901670000001,"(1.4082, 110.169)"
104,Sekolah Kebangsaan St Stephen ( M ),primary,education,,Public School,1.414433333,110.15858329999999,"(1.4144, 110.1586)"
105,Sekolah Jenis Kebangsaan (Cina) Chung Hua Bau,primary,education,,Public School,1.41345,110.15645,"(1.4135, 110.1564)"
106,Sekolah Menengah Kebangsaan Bau,secondary,education,,Public School,1.428666667,110.1545,"(1.4287, 110.1545)"
107,Sekolah Jenis Kebangsaan (Cina) Chung Hua Paku,primary,education,,Public School,1.42215,110.19001670000002,"(1.4222, 110.19)"
108,Sekolah Menengah Kebangsaan Lake,secondary,education,,Public School,1.408233333,110.1387,"(1.4082, 110.1387)"
109,Sekolah Jenis Kebangsaan (Cina) Chung Hua Sebuku,primary,education,,Public School,1.435383333,110.16086670000001,"(1.4354, 110.1609)"
110,Sekolah Menengah Kebangsaan Paku (S),secondary,education,,Public School,1.42745,110.19448329999999,"(1.4275, 110.1945)"
111,Sekolah Jenis Kebangsaan (Cina) Chung Hua Taiton,primary,education,,Public School,1.4043166669999998,110.1311,"(1.4043, 110.1311)"
112,Sekolah Kebangsaan Simpang Kuda,primary,education,,Public School,1.3797833330000002,110.19745,"(1.3798, 110.1974)"
113,Hospital Bau,hospital,healthcare,,Government,1.42923,110.1424,"(1.4292, 110.1424)"
114,Sekolah Kebangsaan Medang,primary,education,,Public School,1.410935,111.534276,"(1.4109, 111.5343)"
115,Sekolah Kebangsaan Abang Abdul Kadir,primary,education,,Public School,1.4137166669999999,111.52706670000002,"(1.4137, 111.5271)"
116,Sekolah Kebangsaan St. Augustine,primary,education,,Public School,1.405165,111.52556499999999,"(1.4052, 111.5256)"
117,Sekolah Menengah Kebangsaan St. Augustine,secondary,education,,Public School,1.405165,111.52556499999999,"(1.4052, 111.5256)"
118,Sekolah Kebangsaan Saka,primary,education,,Public School,1.376849,111.55126200000001,"(1.3768, 111.5513)"
119,Sekolah Kebangsaan Batu Kitang,primary,education,,Public School,1.447433,110.28316699999999,"(1.4474, 110.2832)"
120,Sekolah Jenis Kebangsaan (Cina) Chung Hua Bt Kitang,primary,education,,Public School,1.449383,110.28191699999999,"(1.4494, 110.2819)"
121,Raffles American School,elementary,education,,International School,1.439022,103.648095,"(1.439, 103.6481)"
122,Marlborough College Malaysia,primary,education,,International School,1.442828,103.650902,"(1.4428, 103.6509)"
123,Cherie Hearts International Preschool - Setia Eco Garden,preschool,education,,Preschool,1.4378363,103.6189968,"(1.4378, 103.619)"
124,Sekolah Menengah Kebangsaan Medini,secondary,education,,Public School,1.43726651,103.6174572,"(1.4373, 103.6175)"
125,Sekolah Kebangsaan St David,primary,education,,Public School,1.455567,110.29648300000001,"(1.4556, 110.2965)"
126,Sekolah Jenis Kebangsaan (Cina) Ming Chih,primary,education,,Public School,1.458918,103.64465,"(1.4589, 103.6446)"
127,Sekolah Kebangsaan Ladang Pendas,primary,education,,Public School,1.424862481,103.5924858,"(1.4249, 103.5925)"
128,Sekolah Menengah Kebangsaan Gelang Patah,secondary,education,,Public School,1.449413061,103.59095959999999,"(1.4494, 103.591)"
129,Sekolah Kebangsaan Gelang Patah,primary,education,,Public School,1.448587205,103.5885912,"(1.4486, 103.5886)"
130,Sekolah Jenis Kebangsaan (Cina) Ming Terk,primary,education,,Public School,1.450142389,103.5902488,"(1.4501, 103.5902)"
131,Sekolah Kebangsaan Taman Nusa Perintis,primary,education,,Public School,1.455907284,103.59262530000001,"(1.4559, 103.5926)"
132,Klinik Kesihatan Gelang Patah,clinic,healthcare,,Government,1.447719,103.590287,"(1.4477, 103.5903)"
133,Sekolah Jenis Kebangsaan (Cina) Chung Hua Sg.Tapang,primary,education,,Public School,1.460975,110.33203300000001,"(1.461, 110.332)"
134,Sekolah Menengah Kebangsaan Sg Tapang,secondary,education,,Public School,1.46115,110.33036670000001,"(1.4612, 110.3304)"
135,Sekolah Kebangsaan Kpg. Buda,primary,education,,Public School,1.44,111.58,"(1.44, 111.58)"
136,Sekolah Kebangsaan St. Peter & St. Paul,primary,education,,Public School,1.439081,111.616105,"(1.4391, 111.6161)"
137,Sekolah Jenis Kebangsaan (Cina) Chung Hua Batu 8 1/2,primary,education,,Public School,1.462367,110.311783,"(1.4624, 110.3118)"
138,Sekolah Kebangsaan Sungai Melayu,primary,education,,Public School,1.452866639,103.6962068,"(1.4529, 103.6962)"
139,Klinik Desa Sungai Melayu,clinic,healthcare,,Government,1.4519,103.69329,"(1.4519, 103.6933)"
140,Sekolah Jenis Kebangsaan (Cina) Sam Hap Hin,primary,education,,Public School,1.471667,110.3303,"(1.4717, 110.3303)"
141,Sekolah Jenis Kebangsaan (Cina) Chung Hua Batu 11,primary,education,,Public School,1.466601,110.350027,"(1.4666, 110.35)"
142,Sekolah Kebangsaan Maj Gen Datu Ibrahim,primary,education,,Public School,1.4723760000000001,110.33896299999999,"(1.4724, 110.339)"
143,Sekolah Kebangsaan Jalan Haji Baki,primary,education,,Public School,1.47425,110.322717,"(1.4742, 110.3227)"
144,Sekolah Jenis Kebangsaan (Cina) Chung Hua Stampin,primary,education,,Public School,1.4771666669999999,110.35333329999999,"(1.4772, 110.3533)"
145,Sekolah Kebangsaan Jalan Muara Tuang,primary,education,,Public School,1.4455,110.384667,"(1.4455, 110.3847)"
146,Sekolah Jenis Kebangsaan (Tamil) Gelang Patah,primary,education,,Public School,1.458679791,103.57474029999999,"(1.4587, 103.5747)"
147,Sekolah Menengah Kebangsaan Taman Nusajaya,secondary,education,,Public School,1.4687052980000002,103.5820225,"(1.4687, 103.582)"
148,Sekolah Kebangsaan Nusantara,primary,education,,Public School,1.468252154,103.580727,"(1.4683, 103.5807)"
149,Sekolah Kebangsaan Sacred Heart,primary,education,,Public School,1.4751670000000001,110.297917,"(1.4752, 110.2979)"
150,Sekolah Kebangsaan St Michael,primary,education,,Public School,1.43828,110.43951000000001,"(1.4383, 110.4395)"
151,Sekolah Kebangsaan Terasi,primary,education,,Public School,1.45,110.45,"(1.45, 110.45)"
152,Sekolah Kebangsaan Meranek,primary,education,,Public School,1.4455360000000002,110.459805,"(1.4455, 110.4598)"
153,Sekolah Kebangsaan Pinang,primary,education,,Public School,1.422,110.44838999999999,"(1.422, 110.4484)"
154,Sekolah Kebangsaan St John,primary,education,,Public School,1.46279,110.44208,"(1.4628, 110.4421)"
155,Sekolah Kebangsaan (A) Ibnu Khaldun,cluster,education,,Public School,1.4489301,110.46755790000002,"(1.4489, 110.4676)"
156,Sekolah Kebangsaan Pendidikan Khas Kota Samarahan,primary,education,,Public School,1.4478799999999998,110.46818,"(1.4479, 110.4682)"
157,Sekolah Kebangsaan St Martin,primary,education,,Public School,1.47231,110.41447,"(1.4723, 110.4145)"
158,Brainy Bunch - Kota Samarahan (new),elementary,education,,Preschool,1.473615,110.415904,"(1.4736, 110.4159)"
159,Sekolah Kebangsaan Plaie D C,primary,education,,Public School,1.48,110.46,"(1.48, 110.46)"
160,Sekolah Menengah Kebangsaan Muara Tuang,secondary,education,,Public School,1.448285,110.399549,"(1.4483, 110.3995)"
161,Sekolah Jenis Kebangsaan (Cina) Chung Hua Siniawan,primary,education,,Public School,1.446366667,110.22161670000001,"(1.4464, 110.2216)"
162,Sekolah Kebangsaan Siniawan,primary,education,,Public School,1.4536333330000002,110.22041670000002,"(1.4536, 110.2204)"
163,Sekolah Kebangsaan Serumbu,primary,education,,Public School,1.42365,110.23706670000001,"(1.4236, 110.2371)"
164,Sekolah Kebangsaan Podam,primary,education,,Public School,1.4258166669999999,110.21226670000001,"(1.4258, 110.2123)"
165,Sekolah Jenis Kebangsaan (Cina) Chung Hua Kranji,primary,education,,Public School,1.4500333330000001,110.26683329999999,"(1.45, 110.2668)"
166,Sekolah Jenis Kebangsaan (Cina) Chung Hua Musi,primary,education,,Public School,1.470733333,110.19441670000002,"(1.4707, 110.1944)"
167,Sekolah Kebangsaan Sungai Pinang,primary,education,,Public School,1.483216667,110.2117,"(1.4832, 110.2117)"
168,Klinik Desa Siniawan,clinic,healthcare,,Government,1.44851,110.21778,"(1.4485, 110.2178)"
169,Kuching International Airport,airport,transportation,,International,1.4868501,110.33954469999999,"(1.4869, 110.3395)"
170,Sekolah Jenis Kebangsaan (Cina) Chung Hua Sg Tapang Bt Kawa,primary,education,,Public School,1.4802986999999999,110.3703648,"(1.4803, 110.3704)"
171,Sekolah Kebangsaan St Alban,primary,education,,Public School,1.48095,110.37038329999999,"(1.481, 110.3704)"
172,Sekolah Kebangsaan Kampung Pulai,primary,education,,Public School,1.4767304980000002,103.5672998,"(1.4767, 103.5673)"
173,Klinik Desa Kampung Pulai,clinic,healthcare,,Government,1.4771459999999998,103.566077,"(1.4771, 103.5661)"
174,Sekolah Menengah Kebangsaan Taman Bukit Indah,secondary,education,,Public School,1.48058623,103.6426404,"(1.4806, 103.6426)"
175,Columbia Asia Hospital Iskandar Puteri,hospital,healthcare,,Private,1.4788125,103.6373554,"(1.4788, 103.6374)"
176,Sekolah Jenis Kebangsaan (Cina) Gogok,primary,education,,Public School,1.423360908,104.10064100000001,"(1.4234, 104.1006)"
177,Sekolah Kebangsaan Kg.Baru Pasir Gogok,primary,education,,Public School,1.419312018,104.10426740000001,"(1.4193, 104.1043)"
178,Klinik Desa Pasir Gogok,clinic,healthcare,,Government,1.41934,104.1026,"(1.4193, 104.1026)"
179,Sekolah Kebangsaan Tg Puteri Resort,primary,education,,Public School,1.454459358,103.9328849,"(1.4545, 103.9329)"
180,Sekolah Kebangsaan Pasir Puteh,primary,education,,Public School,1.435732768,103.93070159999999,"(1.4357, 103.9307)"
181,Sekolah Menengah Kebangsaan Tg Puteri Resort,secondary,education,,Public School,1.4583955690000001,103.9381313,"(1.4584, 103.9381)"
182,Sekolah Kebangsaan Pasir Gudang 3,primary,education,,Public School,1.458567,103.916414,"(1.4586, 103.9164)"
183,Sekolah Menengah Kebangsaan Pasir Putih,secondary,education,,Public School,1.473571903,103.93725690000001,"(1.4736, 103.9373)"
184,Sekolah Menengah Kebangsaan Pasir Gudang 3,secondary,education,,Public School,1.46343112,103.91432940000001,"(1.4634, 103.9143)"
185,Sekolah Kebangsaan Taman Pasir Putih,cluster,education,,Public School,1.47516997,103.9372998,"(1.4752, 103.9373)"
186,Sekolah Kebangsaan Pasir Gudang (1),primary,education,,Public School,1.4594734669999998,103.9082301,"(1.4595, 103.9082)"
187,Sekolah Kebangsaan Pasir Gudang (2),primary,education,,Public School,1.456508,103.906469,"(1.4565, 103.9065)"
188,Sekolah Kebangsaan Kota Masai 2,primary,education,,Public School,1.478333926,103.95587950000001,"(1.4783, 103.9559)"
189,Sekolah Menengah Kebangsaan Pasir Gudang,secondary,education,,Public School,1.470472292,103.9067012,"(1.4705, 103.9067)"
190,Sekolah Menengah Kebangsaan Kota Masai 2,secondary,education,,Public School,1.47972821,103.9571804,"(1.4797, 103.9572)"
191,Sekolah Kebangsaan Kota Masai,primary,education,,Public School,1.486528013,103.9508665,"(1.4865, 103.9509)"
192,Sekolah Jenis Kebangsaan (Tamil) Pasir Gudang,primary,education,,Public School,1.486367134,103.9175642,"(1.4864, 103.9176)"
193,Sekolah Kebangsaan Kota Masai 3,primary,education,,Public School,1.489562,103.926525,"(1.4896, 103.9265)"
194,Klinik Desa Pasir Putih,clinic,healthcare,,Government,1.43489,103.93095,"(1.4349, 103.931)"
195,Klinik Kesihatan Pasir Gudang,clinic,healthcare,,Government,1.463943,103.906293,"(1.4639, 103.9063)"
196,Hospital Penawar,hospital,healthcare,,Private,1.468474,103.9041072,"(1.4685, 103.9041)"
197,Hospital Waqaf An-Nur Pasir Gudang,hospital,healthcare,,Private,1.4761826999999998,103.90261770000001,"(1.4762, 103.9026)"
198,Sekolah Jenis Kebangsaan (Cina) Chung Hua Sg. Lubak,primary,education,,Public School,1.4898,110.3197,"(1.4898, 110.3197)"
199,Sekolah Jenis Kebangsaan (Cina) Sg Tengah,primary,education,,Public School,1.4907540000000001,110.337056,"(1.4908, 110.3371)"
200,Sekolah Jenis Kebangsaan (Cina) Chung Hua Sg Jernang,primary,education,,Public School,1.481474,110.41546000000001,"(1.4815, 110.4155)"
201,Sekolah Jenis Kebangsaan (Cina) Chung Hua Pangkalan Baru,primary,education,,Public School,1.4769999999999999,110.286983,"(1.477, 110.287)"
202,Tenby Schools - Setia Eco Gardens,primary,education,,Private School,1.4935,103.5917,"(1.4935, 103.5917)"
203,Tenby International School - Johor Bahru,primary,education,,International School,1.493534,103.591718,"(1.4935, 103.5917)"
204,Sekolah Jenis Kebangsaan (Cina) Pai Tze,primary,education,,Public School,1.494593368,103.59279959999999,"(1.4946, 103.5928)"
205,Universiti Malaysia Sarawak (Unimas),tertiary,education,,Public University,1.4599209999999998,110.488266,"(1.4599, 110.4883)"
206,Sekolah Kebangsaan Dato Traoh Muara Tuang,primary,education,,Public School,1.4586472,110.4985639,"(1.4586, 110.4986)"
207,Sekolah Kebangsaan Kampung Rembus,primary,education,,Public School,1.476615,110.493756,"(1.4766, 110.4938)"
208,Sekolah Jenis Kebangsaan (Cina) Chung Hua Tondong,primary,education,,Public School,1.454283333,110.15799999999999,"(1.4543, 110.158)"
209,Sekolah Kebangsaan Buso,primary,education,,Public School,1.4498,110.18128329999999,"(1.4498, 110.1813)"
210,Sekolah Jenis Kebangsaan (Cina) Chung Hua Buso,primary,education,,Public School,1.4501166669999999,110.18341670000001,"(1.4501, 110.1834)"
211,Sekolah Kebangsaan Grogo,primary,education,,Public School,1.45485,110.13013329999998,"(1.4548, 110.1301)"
212,Sekolah Kebangsaan Apar,primary,education,,Public School,1.4841666669999998,110.14598329999998,"(1.4842, 110.146)"
213,Sekolah Kebangsaan Atas,primary,education,,Public School,1.49305,110.17098329999999,"(1.493, 110.171)"
214,NMIT - Netherlands Maritime Institute of Technology,tertiary,education,,Private University,1.459552,103.76252099999999,"(1.4596, 103.7625)"
215,Raffles University Iskandar,tertiary,education,,Private University,1.45951,103.762428,"(1.4595, 103.7624)"
216,Sekolah Kebangsaan Ayer Molek,primary,education,,Public School,1.462465839,103.757903,"(1.4625, 103.7579)"
217,Sekolah Jenis Kebangsaan (Cina) St Joseph,primary,education,,Public School,1.465834,103.758348,"(1.4658, 103.7583)"
218,Sekolah Kebangsaan St. Joseph,cluster,education,,Public School,1.46594621,103.7582195,"(1.4659, 103.7582)"
219,Kolej Vokasional Tanjung Puteri,secondary,education,,Public School,1.471791504,103.7669152,"(1.4718, 103.7669)"
220,Sekolah Menengah Kebangsaan Dato Jaafar,secondary,education,,Public School,1.4726093080000002,103.76708149999999,"(1.4726, 103.7671)"
221,Sekolah Kebangsaan (P) Bandar Tinggi,primary,education,,Public School,1.4669490280000002,103.7573075,"(1.4669, 103.7573)"
222,Sekolah Kebangsaan Infant Jesus Convent,primary,education,,Public School,1.4643,103.7546,"(1.4643, 103.7546)"
223,Sekolah Menengah Kebangsaan Infant Jesus Convent,secondary,education,,Public School,1.4647235230000002,103.7542525,"(1.4647, 103.7543)"
224,Sekolah Menengah Kebangsaan Taman Pelangi,secondary,education,,Public School,1.4757330469999999,103.7739882,"(1.4757, 103.774)"
225,Sekolah Kebangsaan Ngee Heng,primary,education,,Public School,1.470638535,103.75428740000001,"(1.4706, 103.7543)"
226,Sekolah Menengah Kebangsaan (P) Sultan Ibrahim,cluster,education,,Public School,1.473278,103.751796,"(1.4733, 103.7518)"
